tweet,label
LAPORAN DONASI \u2063\nMPD Peduli Banjir Jabodetabek | 2020\u2063\n\u2063\nAlhamdulillah telah terkumpul :\u2063\nRp 25.297.971-\u2063\n\u2063\nSemua sudah kami salurkan via Yayasan Peduli Muslim.\u2063\n\u2063\nKami ucapkan JAZAAKUMULLAHU KHAIRAN kepada segenap\u2026 https:\/\/t.co\/y4Uug0apox,0
RT @LAZISMU: SMP SMK dan SMA Putra Bangsa Depok menyalurkan donasi untuk warga terdampak banjir di kawasan Jabodetabek dan sekitar melalu\u2026,0
Datsun berikan diskon  35% untuk suku cadang dan 45% biaya jasa kepada para pelanggan setia yang terdampak banjir. Kamu bisa mendatangi dealer Nissan-Datsun di wilayah Jabodetabek Serang Karawang dan Bandung. Promo diskon berlaku hingga 10 Maret 2020. #BeALifeAchiever https:\/\/t.co\/zeKnmij1UH,0
Hasil karya santri tahfiz Al kautsar..\n\nKarna melihat banyak terjadi banjir di jabodetabek jadilah kapal ini...\n\nTahfiz Alkautsar pusat BOGOR. https:\/\/t.co\/XmbGLGkzPK,0
RT @ID_Datsun: Datsun berikan diskon  35% untuk suku cadang dan 45% biaya jasa kepada para pelanggan setia yang terdampak banjir. Kamu bisa\u2026,0
RT @BankMuamalat: Mari ringankan beban saudara2 kita yg terdampak banjir &amp longsor di Jabodetabek dan Lebak Banten dgn berdonasi melalui B\u2026,0
Kejadian di bulan januari 2020\n1. Banjir melanda jabodetabek\n2. Munculnya keraton sejagat\n3. Munculnya sunda empire\n4. Muncunlnya king of the king\n5. Munculnya virus corona sedunia\n\n #KingOfTheKing \n #ChinaVirusSesungguhnya,0
@qorygore Di awal bulan tahun 2020\n1.  banjir jabodetabek\n2. iran vs amerika isu WW3\n3. Natuna vs china\n4. Kebakaran australia\n5. corona di wuhan #WuhanVirus \n6. Rip kobe bryant #RIPKobeandGianna \n.\nSemoga bumi yang kita cintai segera baik baik saja dan sehat slalu #bacotsantuy,0
FGD Penguatan Ekosistem Mitigasi Banjir Jabodetabek. https:\/\/t.co\/qwjBRFDPqL,0
#SahabatDipi Banjir Jabodetabek\/Jakarta 2020 yang terjadi pada beberapa waktu lalu adalah bencana banjir yang melanda DKI Jakarta Bogor Depok Tangerang Bekasi dan sejumlah di daerah lain Pulau Jawa sejak 1 Januari 2020 setelah Tahun Baru. Banjir terjadi akibat curah hujan. https:\/\/t.co\/wxOUIF2ONq,0
Inilah cara yang dapat kita lakukan untuk mengurangi dampak banjir dan bahkan bisa mengurangi intensitas banjir di Jabodetabek #SahabatDIPI #Banjir2020 #KnowledgeManagementCenter #Bappenas https:\/\/t.co\/kFGLpt78hf,0
#SahabatDipi Jabodetabek masih diguyur hujan untuk beberapa hari ini. Nah kali ini KMC Dipi Bappenas mencoba mengemas Analisa mengenai Banjir Jabodetabek 2020. Faktor apa yang membuat Jabodetabek khususnya Jakarta Banjir beberapa saat yang lalu bahkan hingga hari ini. https:\/\/t.co\/7LRu5Y8isq,0
NISSAN MENAWARKAN DUKUNGAN LAYANAN KEPADA PELANGGAN DI DAERAH JABODETABEK DAN SEKITARNYA YANG DI LANDA BENCANA BANJIR https:\/\/t.co\/LZezxAQYAs https:\/\/t.co\/2M2lH5sF0W,0
@Asknonym Kalo dom Jabodetabek mending Pajero.\nBodinya tinggi enak buat trabas banjir\ud83d\ude02,0
@SCTV Tenang pak netizen gak ngritik dan sumpah serapah kok kecuali banjir di Jabodetabek hiks,0
RT @dwiko_rita: FGD Penguatan Ekosistem Mitigasi Banjir Jabodetabek. https:\/\/t.co\/qwjBRFDPqL,0
\u2022Banjir JABODETABEK\n\u2022Tiktok\n\u2022Ningsih Tinampi\n\u2022Keraton Agung Sejagat\n\u2022Sunda Empire\n\u2022Virus Corona\n\nMana yang akan jadi TOP VIRAL d bulan Januari ini? \ud83e\udd14,0
Dalam sukacita merayakan Natal tidak lupa kita juga tetap berempati kepada saudara2 kita yang mengalami musibah pada berbagai korban bencana alam termasuk yang paling terakhir korban banjir Jabodetabek Banten &amp daerah sekitar di Indonesia. #sahabatbagisemua #natalparlemen2019,0
RT @TampaIdentitass: Dalam sukacita merayakan Natal tidak lupa kita juga tetap berempati kepada saudara2 kita yang mengalami musibah pada\u2026,0
termasuk yang paling terakhir korban banjir Jabodetabek Banten dan daerah sekitar di Indonesia\u201d ucap Mercy di Komplek Parlemen Senayan Jakarta Selasa (28\/1\/2020).\n#sahabatbagisemua #natalparlemen2019 @MahesaTiwi  @anandao28  @MasCEPUK_ID  @Ello_gulai,0
RT @makLambeTurah: @msaid_didu @aniesbaswedan 2 kali banjir trakhir saja katulampa normal. emang aer kiriman dari mane??\n\n18 jan katulampa\u2026,0
DKI dan Pusat kerap tak cocok soal skema mulai dari banjir hingga revitalisasi Monas. https:\/\/t.co\/1W5dbcQEdi,0
RT @republikaonline: DKI dan Pusat kerap tak cocok soal skema mulai dari banjir hingga revitalisasi Monas. https:\/\/t.co\/1W5dbcQEdi,0
Dalam rangka kegiatan Gunadarma Peduli pada tanggal 3 Januari - 10 Januari 2020. Kami mengadakan penggalangan dana untuk korban banjir Jabodetabek dan menyalurkan bantuan berupa bahan pangan  baju yang layak pakai dan air bersih.,0
Tren JANUARI 2020 Mulai awal tahun jabodetabek dilanda banjir sampe muncul sunda empire https:\/\/t.co\/vunPNcF0CU,0
RT @bbtmc_bppt: TMC untuk cegah banjir Jabodetabek\n @BPPT_RI @TPSA_BPPT \n\nhttps:\/\/t.co\/vmhjFp0Nme,0
RT @BPPT_RI: 2. Pelaksanaan TMC di wilayah Jabodetabek dilakukan oleh BPPT bekerjasama dengan @_TNIAU  dan @infoBMKG  sebagai tindak lanjut\u2026,0
Mugo mugo jabodetabek ra banjir\ud83d\ude4f,0
@Aldysuhanda1 Baru januari dunia udah banyak huru hara :((\nKonflik USA\/Iran\nBanjir ibu kota &amp JABODETABEK\nVirus korona\nBanjir bandang bondowoso\nMuncul banyak kerajaan baru \nDll\nSemoga ini semua bukan pertanda dunia akan segera berakhir Aminnn,0
Cara Mengurus STNK dan BPKB Hilang Banjir atau Rusak\n\nMengurus STNK dan BPKB hilang\u00a0banjir - Hujan deras yang mengguyur Jabodetabek di awal tahun 2020 membuat beberapa daerah terendam banjir dengan tingkat ketinggian yang bervariasi. Banyak daerah yang t\u2026 https:\/\/t.co\/gIltSS8bdM,0
Cara Klaim Asuransi Mobil Banjir\n\nCara klaim asuransi mobil banjir - Awal tahun 2020 lalu hujan deras yang terus mengguyur Jabodetabek selama beberapa hari menyebabkan banjir di berbagai titik. Ketinggiannya bervariasi. Ada yang hanya sebatas mata kaki\u2026 https:\/\/t.co\/fHENcG14C8,0
RT @KementerianLHK: Selamat pagi #SobatHijau @infobmkg memberi info adanya potensi hujan lebat di Jabodetabek mulai hari ini sampai akhir\u2026,0
RT @republikaonline: Gemilang Indonesia bersama Komunitas Tangan di Atas dan lainnya bantu warga. https:\/\/t.co\/caFFCRO29h,0
Tidak cukupkah kita mengawali awal tahun 2020 dengan berbagai macam tragedi banjir di jabodetabek kebakaran di Australia Banjir bandang di beberapa daerah climate change di eropa erupsi gunung di philiphina dan epidemi virus corona di china.\n\n#CoronaVirus,0
Daya Insani Turut Berduka atas bencana Banjir yang menimpa sejumlah wilayah di JABODETABEK. Semoga yang rusak mendapatkan yang lebih baik dan yang ditinggalkan diberikan kelapangan hati. https:\/\/t.co\/8pYVppcXJx,0
BMKG menyebut sejumlah wilayah di Indonesia berpotensi mengalami hujan.  https:\/\/t.co\/HbVF0xZKnJ,0
\u201cForum Komunitas Bikers Jabodetabek Peduli Bencana Banjir dan Longsor Lebak Banten\u201d by Adi\u00a0Pro https:\/\/t.co\/Bwfj88e3IM https:\/\/t.co\/YZPtYOmJfz,0
5. #KLHK akan terus melakukan langkah-langkah terukur untuk mengatasi banjir di wilayah Jakarta Bogor Depok Tangerang dan Bekasi (Jabodetabek) juga Kabupaten Lebak.,0
RT @KementerianLHK: 5. #KLHK akan terus melakukan langkah-langkah terukur untuk mengatasi banjir di wilayah Jakarta Bogor Depok Tangeran\u2026,0
Banjir jabodetabek World war 3 Australia wildfire kobe bryant meninggal virus corona.\nAhh what a good way to start the year.,0
RT @henrijova: Selamat ya\nWarga Jakardah sudah pny tiang toa peringatan banjir \nWkwkwkkk\n\ud83d\ude02\ud83d\ude02\n.\nTelan Dana Rp 4 M BPBD DKI Tambah 6 Alat Per\u2026,0
@rofiiiiah Kapan rupiah menguat kasus jiwasraya banjir jabodetabek  pembentukan pansus atau panja  kpk yang semakin melemah  kantor pdip gagal digeledah dll,0
Ada empat flood gate sebelum air banjir sempat masuk ke dalam stasiun MRT. https:\/\/t.co\/0qhHykHlpV,0
Itu terlihat dari tingginya pembelian hunian bertingkat ini di beberapa lokasi. https:\/\/t.co\/Bpqw3UeIOG,0
Kalau kamu mencari rumah di perkotaan seperti Jabodetabek (Jakarta Bogor Depok Tangerang Bekasi) salah satu hal yang harus kamu pertimbangkan adalah banjir. https:\/\/t.co\/3gYJnqpiog,0
Antisipasi Banjir UMB Kenalkan Sumur Resapan Berbasis Ecodrain https:\/\/t.co\/jrAJdjStpP,0
RT @jawapos: Antisipasi Banjir UMB Kenalkan Sumur Resapan Berbasis Ecodrain https:\/\/t.co\/jrAJdjStpP,0
Salah satunya ditemukan tandon dan saluran air yang kondisinya dangkal. https:\/\/t.co\/BVBh3QVV9L,0
RT @petabencana: Twips di #Jabodetabek #Bandung &amp #Surabaya kalau kamu kena banjir ayo laporkan dgn twit #banjir ke @petabencana utk me\u2026,0
@FerdinandHaean2 @musniumar @googlenews Kamu itu nyinyir laek... \nBanjir seluruh jabodetabek yang kamu salahkan anis doang itu nyinyir \n\nUrusan pemerintah pusat yang kamu salahkan anis \n\nItu nyinyir laek...,0
RT @psi_id: \u201cSeluruh warga Jakarta diharap waspada. Ada toa yang akan jadi penyelamat banjir. Jakart(o)a.\u201d \n\nBro &amp Sis dukung &amp bantu PSI\u2026,0
RT @ThenBagoess: Sejuta alasan dinyanyikan untuk pindah ibukota:\n1.Jakarta terlalu berat menanggung beban (kayak bisa ngukur aja)\n2.Ibukota\u2026,1
Banjir di wilayah Jakarta pada awal 2020 diprediksi menjadi alasan warga ke depannya memilih apartemen sebagai pilihan hunian. https:\/\/t.co\/DB9713pusv,0
RT @fktmb: https:\/\/t.co\/AkL1Ud6lW8  \nsemoga kelak tidak seramai ibukota jakarta saat banjir ya \ncukup Jakarta saja yg di Gugat &amp di demo s\u2026,0
RT @PolitikToday: Calon Ibu Kota Baru Kebanjiran Netizen: Pindah Ke Mana Lagi Pakde?\n\nBanjir Jakarta akan lebih mudah diatasi kalau Pak Jo\u2026,0
RT @WRahMada: Mbaknya di TIKI sempet bilang bahkan kirim pakaian bekas pajaknya juga mahal.\n\nGw nimpalin lho kalo misalnya gw mau donasi\u2026,0
RT @4Y4NKZ: Di mana2 Banjir bandang Lonsor akibat kerakusan orang2 yg kurang bertanggung jawab dan sulit di cari.\n\nDi jakarta orang kurang\u2026,0
RT @Dandhy_Laksono: Rumah mikro panggung ala arsitek @yusing. Hanya butuh lahan seluas garasi mobil. Didesain untuk warga berpenghasilan UM\u2026,0
ibu-ibu korban banjir mendemo balaikota. Dengan arogansi agama dan dalih acara maulid Anies malah mendatangkan massa lebih besar untuk menghadang para korban banjir\n@dprddkijakarta @PSI_Jakarta\n#UsutSkandalMonasGate\nhttps:\/\/t.co\/5SxHFDTudo,0
RT @Dwiyana_DKM: SIKAP ANIES THD 4 MASALAH BERAT DI JAKARTA\n\n\u2022 Urbanisasi &gt mpersilakan semuanya dtg ke Jakarta utk mcari pekerjaan\n\n\u2022 Banj\u2026,0
Mulai dari uang aibon penanganan banjir yang nggak beres sekarang masalah Monas. Kita sama-sama muak dengan kondisi ini\n#UsutSkandalMonasGate\n@dprddkijakarta @PSI_Jakarta\nhttps:\/\/t.co\/5SxHFDTudo,1
RT @Anna_MaSue: Itu duet maut raja dan ratu yang tinggal di Jawa Barat tapi memprovokasi orang akibat banjir di Jakarta pada kemana ya?\u2026,1
RT @tubirfess: 2beer! Daerah resapan di hulu dialihfungsi jadi perumahan. Akhirnya air gak terserap dan ngalir langsung ke hilir (Jakarta).\u2026,0
5.000 Bantuan Sembako Telah Diberikan Kepada 32 Kelurahan Terdampak Banjir\u2063\n\u2063\nPemerintah Kota Administrasi Jakarta Timur menyalurkan 5.000 paket sembako untuk disebarkan ke 32 kelurahan terdampak banjir pada Kamis\u2026 https:\/\/t.co\/LLlpNp7TXt,0
RT @Airin_NZ: Org Jakarta yg bela gub mengira org2 luar Jakarta pd iri..\ud83d\ude02\ud83d\ude02\nLogika macam apa ini..??\n\nWoyy JKT itu Ibu Kota\nIri..??\ngk lah B\u2026,1
RT @RGFansclub2019: Sibuk bully banjir jakarta ternyata didaerah terjadi banjir bandang karna dampak penebangan hutan.\n\nSibuk menghujat pen\u2026,0
RT @HazmiG: @Bangtoyy1b @msaid_didu Banyak orang luar DKI Jakarta komen Jakarta banjir. Nah ini Jawa Timur dikasih ujian apakah Pemimpin di\u2026,0
beda lokasi yg buat istana di bukit.\napapun pindah ibukota hanya proyek yg dipaksakan.\nbisa berahir seperti kereta cpt bandung jakarta\nunfaedah. hanya bikin masalah disaat kantong apbn kering terjebak hutang\nblm masalah pindahan pegawai dan keluarganya.\n\nhttps:\/\/t.co\/80nxu6ZPWD,0
@Yongskrayy Jakarta banjir mulu wj tenggelem mo nongki dimane kalo lo kejakarta.,0
Alam ini tidak bisa kita rubah sekehendak hati kita dengan dasar perhitungan untung dan rugi.\nAlam juga bisa memperbaiki sendiri lingkungan yang telah dirusak oleh manusia.\nContohnya Jakarta kenapa tiap ganti tahun selalu datang banjir diluar perhitungan manusia? https:\/\/t.co\/M1IsqVOKxr,0
Nih di contoh dong wan banjir.....\nMakanya jgn janji ngibul aja kerja lu. Kalo cuma mau menghancurkan Jakarta mending elu pulamg ke kampung lu di Yaman sono. \n#gubernurterbodoh https:\/\/t.co\/6kuSSVTYmn,1
RT @komunitasanakb1: Mulai dari uang aibon penanganan banjir yang nggak beres sekarang masalah Monas. Kita sama-sama muak dengan kondisi\u2026,1
RT @komunitasanakb1: ibu-ibu korban banjir mendemo balaikota. Dengan arogansi agama dan dalih acara maulid Anies malah mendatangkan massa\u2026,1
RT @HuaweiMobileID: Hi Huawei Fans Ingat kan Huawei High-End Experience Store Mall Taman Anggrek sempat tutup terkait banjir di Jakarta? S\u2026,0
RT @zarazettirazr: Setiap kali dijanjikan ga banjir sm pak jkw biasanya sih tetap banjir. Arsipnya banyak contohnya ya Jakarta :),0
RT @fermendkis: Banjir jakarta\nKebakaran australia\nVirus corona\nWorld war 3 issues\nKobe Gigi\n\nFebruary to January:\n\n\Berat ya,0
RT @spiderr__matrix: Jaka Sembung..!\nProblem  medasar Jakarta adalah :\n1.Banjir\n2.Macet\n3.Kependudukan dan Perumahan\n4.Kesenjangan Sosial\n5\u2026,0
@ihwanbudiawan @RizmaWidiono @DivHumas_Polri @poldametrojaya Pohonnnn...pohon monas mana ..\nGimana ga banjir jakarta...pohon monas ditebang..tanahnya di beton..\nBagaimana mau meresap..\nGlubenernya d*ngo...buzzernya apalagi,1
Smartcitizen sudah tahu belum kalau dalam menganggulangi banjir di Jakarta awal tahun lalu Diskominfotik melalui Jakarta Smart City bersama Organisasi Perangkat Daerah (OPD) saling berkoordinasi menangani banjir? https:\/\/t.co\/ULx5412JaI,0
RT @temponewsroom: DWS Banjir Jakarta https:\/\/t.co\/o4vr9ehpol,0
RT @JSCLounge: Smartcitizen sudah tahu belum kalau dalam menganggulangi banjir di Jakarta awal tahun lalu Diskominfotik melalui Jakarta S\u2026,1
RT @wisanggeni_084: Berkat pasukan langit dan sanjata pamungkas TOA SAKTI 4M banjir pun melarikan diri sebelum di ajak berdialog.\n\nWarga k\u2026,1
@DTanjung15 Jangan jangan emang begitu kejadiannya.....\n#4niesBebalSokHebat,1
RT @IwanBorneo8: @DoanxEwon @ustadtengkuzul Nihhhh zul lu pahami...\nTapi sudahlah... mngkin gak nyampe otak lu...!!\n#AkalBulusRevitalisasiM\u2026,1
RT @kenzopoker2: jawaban yang tidak terduga \ud83e\udd23\nhttps:\/\/t.co\/OzQU9MCKZf\n#INA_CoronaVirusAlert #MeetandGreetYamaha #4niesBebalSokHebat #GRAMMY\u2026,1
RT @Airin_NZ: Di Arab loh ini..\nApa kalian mw lebih arab dari pada nih org\ud83d\udc47\ud83d\ude02\n\nFatwa Arab asli emng sllu beda ya dgn Fatwa Arab maklum\ud83d\ude02\ud83d\ude02\n\n#4\u2026,0
RT @WagimanDeep: Pak Anies \Gubernur Jakarta ngerahkan smua sumber daya yg ada pada diriNya ntuk mastikan daerah ini bebas genangan aer\\nPa\u2026,1
@KefSedd @elHurryKoRn #4niesgabisakerja\n#4niesHancurkanJakarta\n#4niesBebalSokHebat\n#4niesBukanPribumi\nMAKAN GAJI BUTA CUMA HAMBUR HAMBURKAN APBD UANG DARI RAKYAT https:\/\/t.co\/jAaofotW7f,1
RT @alpinsi_pandi: Kalau bisa segera laksanakan @aniesbaswedan sudah byk merugikan warga dki \n#4niesBebalSokHebat \n#4nieslayakdimakzulkan\u2026,1
RT @BikinKocak: CEWEK MANA TAU RASANYA\n\n#INA_CoronaVirusAlert #SnackBoxGratis #MeetandGreetYamaha #4niesBebalSokHebat #GRAMMYs #lucuabisbik\u2026,0
RT @yusuf_dumdum: Terima kasih pak Basuki dan @KemenPU yang sudah kerja keras menguras banjir di underpass Kemayoran.\n\nSaat banjir gabener\u2026,0
RT @yusuf_dumdum: Kemaren waktu Surabaya banjir cuma 2-3 jam kadrun nyinyir. Tapi di Jakarta banjir sampai berhari-hari kadrun malah bilang\u2026,0
RT @yusuf_dumdum: #4niesBebalSokHebat udah mirip kayak polisi India aja. \ud83d\ude02\n\n#4niesBebalSokHebat datang saat banjir sudah surut dan pencitra\u2026,1
Pelaksaan selama ini gk pernah masalahgiliran wan banjiro njabat kok jadi ribet sekda-nya.?\n\nNon jobkan saja..tuman!\nRevitalisasi kok mau izinemang punya e mbah e..?\ud83d\ude01\n\n#4niesBebalSokHebat\n\nhttps:\/\/t.co\/qEcSIV5Zp8,1
Nah kan ketahuan...\nEra #4niesBebalSokHebat pjabat2 pd kbingungan...\n\nMakanya.... DPRD nya action donk.... https:\/\/t.co\/kJcSw0Aot3,1
RT @StovingRed: Di belahan dunia mana ada proyek jalan dulu baru urus ijin?\ndan itu juga ketahuan ga ngantongin ijin tapi proyek ud jalan \u2026,0
@eko_kuntadhi @ryanxyz Herannya kok smpai sekarang gak ada tindakan ya...\nSekuat dan sehebat apa sih si Wan Aibon...???\n#4niesbebalsokhebat \n#4niesLayakDimakzulkan,1
Bahlul mencoba mengelabui Rakyat Beton di tutupi tanah  bagai mana air bs terserap ?  #4niesHancurkanMonas #4niesBebalSokHebat\nhttps:\/\/t.co\/EW2i771mGT,1
@03__nakula Ada #dosademokrat ada #dosapdip juga ada dosa #4niesBebalSokHebat jadi\n#Polisikan4nies\n#Polisikan4nies,0
RT @AminSiregar75: Gak usah tanyain yg seperti Semarang lakukan ke @aniesbaswedan  percuma!!! otaknya gak nyampe...\ud83d\ude06\ud83d\ude06\ud83d\ude06\n#4niesBebalSokHebat\u2026,1
RT @imammustof: @03__nakula Ada #dosademokrat ada #dosapdip juga ada dosa #4niesBebalSokHebat jadi\n#Polisikan4nies\n#Polisikan4nies,1
RT @7nagaO3MT3: Lurah Pekok apkh identik dgn gaberner pekok \u2049\ufe0f\ud83d\ude0a\n#4niesBebalSokHebat \n@WagimanDeep @TheArieAir @BadjaNuswantara @henrijova @\u2026,1
@RizmaWidiono menanam kembali tp kenyataan di lapangan ditebang.... maaf anak SD pun geleng2 kepala klo pohon hasil tebangan ternyata bisa ya ditanam kembali??? #AkalBulusRevitalisasiMonas #4niesBebalSokHebat,1
Semoga segera di proses\n#4niesBebalSokHebat https:\/\/t.co\/w4QvSvA4Wn,0
Wis sak karepmu mas Dani.\nSak muni munimu meski sebenarnya aku lebih suka mendengar musikmu ...\n#4niesBebalSokHebat\n\nPrabowo Masuk Rezim Jokowi Ahmad Dhani: Tanda Pilpres Kemarin Tak Curang https:\/\/t.co\/8BibQdoEtw,0
Cara Ilegal Anies Baswedan Kuasai Monas Melalui Revitalisasi\n#4niesBebalSokHebat\nhttps:\/\/t.co\/Ld3dzlzvoe.,1
Jakarta yg banjir semrawut amburadul belum pantas menyelenggarakan Formula E.\n#4niesBebalSokHebat https:\/\/t.co\/PFOBjpXVQT,1
RT @KakekHalal: Disuruh kerja susah banget malah cerewet bilang kewenangan Pusat.\nGiliran Gundulin Monas gak ingat Pusat. Apa kata2 yg pan\u2026,1
RT @seruanhl: Kalo ane bilang sih @aniesbaswedan wantoa bin aibon ini bukan pahamnya lagi yang salah melainkan otaknya yang kagak berfungs\u2026,1
RT @Mingfan35: @RizmaWidiono menanam kembali tp kenyataan di lapangan ditebang.... maaf anak SD pun geleng2 kepala klo pohon hasil tebangan\u2026,0
RT @ArdianZA_099: Kesombongan di pelihara.\nIya kalo bener. Udah salah msh sok hebat. \nMbok nyadar diri sama kedudukan. Jgn kayak anak SD re\u2026,1
Apakah ini berarti @aniesbaswedan\nharus dipidana seperti kakek ini ?\n\n#4niesHancurkanMonas\n#4nieshancurkanjakarta\n#4niesBebalSokHebat\n#4nieslayakdimakzulkan\n\nCc. @kemendagri \n@KemenPU \nBapak Menteri @mohmahfudmd \nPresiden @jokowi https:\/\/t.co\/zYnzRnWSFr,0
RT @soepono42: Apakah ini berarti @aniesbaswedan\nharus dipidana seperti kakek ini ?\n\n#4niesHancurkanMonas\n#4nieshancurkanjakarta\n#4niesBeba\u2026,0
Saya harus banyak belajar dari kontraktor Monas. Mereka cukup virtual office semua beres.\nsementara saya masih jadul butuh ruang design administrasi workshop gambar workshop material. gudang dll yg butuh 2 ruko 3 lantai. \n#4niesbebalsokhebat\n#4niesHancurkanMonas https:\/\/t.co\/ku8WaYphr5,0
RT @djo_1983: Wis sak karepmu mas Dani.\nSak muni munimu meski sebenarnya aku lebih suka mendengar musikmu ...\n#4niesBebalSokHebat\n\nPrabo\u2026,0
RT @WagimanDeep: \Apakah Kepala Daerah boleh melawan Kepala Negara?..Seharusnya tdak,0
RT @djo_1983: Saya harus banyak belajar dari kontraktor Monas. Mereka cukup virtual office semua beres.\nsementara saya masih jadul butuh\u2026,0
RT @IndoPluralitas: Gubernur Terbodoh\nGubernur Bebal &amp Sok Hebat\nGubernur Perangkai Kata-Kata\nGubernur Ormas \nGubernur Gagal\nGubernur Rasa\u2026,1
RT @WahabisLokal: Maling Maling Maling...!\n\nDirut Baru Trans Jakarta Terpidana Penipuan.\n\nApa2an nih Wan Abud.\nEmang sdh gak ada orang baik\u2026,1
@CH_chotimah @Oh_Ronald Para kadrun sedang panik karena yg dijagokan untuk 2024 nanti malah buat blunder sendiri... Ujung-ujungnya malah menyalahkan orang orang yg berakal sehat.\n#4niesHancurkanMonas\n#4niesBebalSokHebat,1
@pujangga1123 @tjhinfar21 Maksudnya pohon di revitalisasi seperti apa ya? Memangnya pohon yang sudah di tebang bisa di tanam lagi? Coba tanya ke @aniesbaswedan @SuaraAnies \n\n#4niesBebalSokHebat,0
@yusuf_dumdum @DKIJakarta Kalau pentolannya kagak bener.... kebawahnya pasti ikutan kagak bener itu udah pasti \ud83d\ude08\ud83d\ude02\ud83d\ude08 #4nieshancurkanmonas #4niesBebalSokHebat \n#Usutsekdadki\n#UsutSkandalMonasGate\n#UsutTuntasSkandalRevitalisasiMonas,1
Amanah itu berat. Dan kualitas tidak bisa di katrol dengan taburan kata2 indah saja kualitas butuh pembuktian.\n#4niesBebalSokHebat\n#4niesHancurkanMonas\n\nPemenang Sayembara Angkat Bicara Sebut Revitalisasi Monas Tak Harus Tebang Pohon https:\/\/t.co\/yBktVI0SKw,0
